lat,lon
-34.5791312,-58.4721632
-34.5796069,-58.4721495
-34.5798268,-58.4755811
-34.5771965,-58.4755809
-34.5797628,-58.4790531
-34.5804669,-58.4750021
-34.5801797,-58.4790848
-34.5810132,-58.4755644
-34.580812,-58.4747032
-34.5819656,-58.4812889
-34.5800003,-58.4829546
-34.5748425,-58.4872911
-34.5743233,-58.4863801
-34.5723311,-58.4888803
-34.5807959,-58.4791226
-34.5811967,-58.4769195
-34.5814787,-58.475737
-34.5814436,-58.4745584
-34.5803722,-58.4811367
-34.5809554,-58.4821485
-34.5826808,-58.4851015
-34.58481,-58.4888005
-34.5871808,-58.4925511
-34.5899815,-58.4970684
-34.5931207,-58.5021418
-34.5980972,-58.5100384
-34.5989072,-58.5113162
-34.580793,-58.4807792
-34.5813819,-58.4817894
-34.5830488,-58.4840904
-34.583877,-58.4854087
-34.5872059,-58.4907328
-34.595508,-58.504161
-34.5995638,-58.5107233
-34.5914034,-58.4975524
-34.5906857,-58.4982056
-34.5767308,-58.510873
-34.5776495,-58.5100014
-34.583709,-58.5045225
-34.5878104,-58.5008049
-34.5813468,-58.4762866
-34.5832722,-58.4793075
-34.5805746,-58.4839619
-34.5844797,-58.4808423
-34.5847178,-58.4799946
-34.5869366,-58.4799216
-34.5851172,-58.4794337
-34.5882623,-58.4805123
-34.5902512,-58.4814481
-34.5865521,-58.4832978
-34.5874678,-58.4825412
-34.5887708,-58.4814892
-34.5896646,-58.4811738
-34.5865922,-58.4802223
-34.5873653,-58.4812347
-34.5880044,-58.4820965
-34.5889352,-58.4833357
-34.5894811,-58.483654
-34.5840422,-58.4804859
-34.5825957,-58.4814792
-34.5759359,-58.4849077
-34.5783638,-58.4828231
-34.5734769,-58.4806621
-34.5755914,-58.4843011
-34.580878,-58.4934512
-34.5834834,-58.4976551
-34.5903117,-58.5088527
-34.5916201,-58.5109401
-34.5936005,-58.5141022
-34.5862794,-58.5021913
-34.5945389,-58.5199586
-34.5966433,-58.5180272
-34.5955061,-58.5210457
-34.5961612,-58.5204628
-34.595395,-58.5191803
-34.5935453,-58.5161627
-34.5911866,-58.5123264
-34.5878543,-58.5069421
-34.5853922,-58.50299
-34.5818969,-58.4973274
-34.5995126,-58.4010687
-34.5984691,-58.4037393
-34.5924866,-58.4041634
-34.5920225,-58.3999651
-34.59158,-58.4010418
-34.5879899,-58.4064531
-34.5865678,-58.4083268
-34.5892916,-58.4019036
-34.5903561,-58.4032721
-34.5941882,-58.4061041
-34.595378,-58.4066871
-34.591877,-58.4494541
-34.594541,-58.4524057
-34.6022027,-58.4672669
-34.603907,-58.4660998
-34.6061326,-58.4649442
-34.6123383,-58.4617139
-34.601738,-58.4639552
-34.6011013,-58.4669537
-34.6007624,-58.468562
-34.6004553,-58.4699112
-34.6020511,-58.462493
-34.602359,-58.4610451
-34.6026732,-58.4595775
-34.6030317,-58.4579115
-34.6000457,-58.4718147
-34.604634,-58.472925
-34.6025167,-58.4725318
-34.6062951,-58.4716672
-34.6103256,-58.4685986
-34.6123738,-58.4670315
-34.6245755,-58.4581479
-34.6266601,-58.4567076
-34.6292925,-58.4554707
-34.6354831,-58.4524262
-34.6361968,-58.4520771
-34.6374568,-58.4514532
-34.6049686,-58.4565777
-34.6056433,-58.454013
-34.6076183,-58.446263
-34.6080506,-58.4436915
-34.6082578,-58.4424215
-34.6083994,-58.4416018
-34.5860836,-58.4806977
-34.6055425,-58.4635857
-34.6083341,-58.4701215
-34.6089212,-58.4712747
-34.61141,-58.4760167
-34.6134325,-58.4798403
-34.617156,-58.4869058
-34.6201343,-58.4904106
-34.6239357,-58.4949534
-34.6240712,-58.4951204
-34.6257192,-58.4988427
-34.6274955,-58.5018014
-34.6297731,-58.5043152
-34.6332273,-58.5081516
-34.5836596,-58.4833306
-34.5862093,-58.4874479
-34.5913833,-58.4957853
-34.5938155,-58.4994371
-34.5901597,-58.5027686
-34.5923059,-58.5008216
-34.5930452,-58.5001625
-34.5878902,-58.5027343
-34.5886139,-58.5020876
-34.5914917,-58.4994849
-34.5922061,-58.4988159
-34.5928649,-58.4982262
-34.5935377,-58.4975076
-34.5937137,-58.4974758
-34.5958227,-58.4955461
-34.5930733,-58.493108
-34.595073,-58.4962127
-34.6002971,-58.5047014
-34.6021141,-58.5076294
-34.5788065,-58.46724
-34.5757952,-58.4619706
-34.5763815,-58.4608124
-34.5785416,-58.4647033
-34.5756071,-58.4641081
-34.5765516,-58.463273
-34.5773822,-58.4625393
-34.5759911,-58.4647658
-34.5778928,-58.4635097
-34.5768578,-58.4598462
-34.5770353,-58.458692
-34.5771848,-58.4576023
-34.5773353,-58.4563721
-34.577612,-58.455285
-34.5793519,-58.451602
-34.5810285,-58.4480883
-34.5811289,-58.4493058
-34.5853223,-58.4512482
-34.5879136,-58.4505133
-34.590265,-58.4459349
-34.5954488,-58.4410382
-34.6007075,-58.4362123
-34.5954303,-58.4533503
-34.5959783,-58.4527994
-34.5966319,-58.4520608
-34.598036,-58.4504917
-34.5954563,-58.4504169
-34.5981047,-58.4540403
-34.5982399,-58.4542263
-34.5994549,-58.4558734
-34.6029641,-58.454212
-34.6058471,-58.4515709
-34.6009363,-58.4561351
-34.606393,-58.45107
-34.5990015,-58.4518223
-34.5927986,-58.4435085
-34.5994898,-58.4524938
-34.601007,-58.4544996
-34.6016668,-58.4554347
-34.5898497,-58.4463297
-34.5866477,-58.445406
-34.5831712,-58.4444143
-34.5845245,-58.444785
-34.5898936,-58.4495111
-34.5888486,-58.4484218
-34.5867849,-58.4477949
-34.5825819,-58.4457942
-34.5882616,-58.4497247
-34.5873681,-58.4491528
-34.5863452,-58.4488499
-34.5820137,-58.4471057
-34.5827441,-58.4488643
-34.5814807,-58.4484154
-34.5781042,-58.4462997
-34.5771381,-58.4457495
-34.5761191,-58.4447346
-34.5753699,-58.4439789
-34.5742833,-58.4623439
-34.5756386,-58.459848
-34.5760787,-58.4567151
-34.5763595,-58.4555859
-34.5766225,-58.4547857
-34.5779668,-58.452014
-34.5783792,-58.4510948
-34.5801284,-58.4474661
-34.5806335,-58.44642
-34.581449,-58.4451384
-34.5822613,-58.4437799
-34.5798789,-58.4459864
-34.5712374,-58.4620843
-34.5681873,-58.4647002
-34.5672503,-58.4655005
-34.5726704,-58.4606972
-34.5779681,-58.4494173
-34.5774049,-58.4505654
-34.5792275,-58.4468762
-34.5700589,-58.4599321
-34.5740134,-58.4671918
-34.5771702,-58.4727444
-34.5799945,-58.4804956
-34.5790574,-58.4812927
-34.5824713,-58.4847516
-34.586892,-58.4868024
-34.5920935,-58.4951912
-34.5958836,-58.4975489
-34.5939765,-58.4992886
-34.5935297,-58.4956427
-34.5943113,-58.4969167
-34.5951216,-58.4982344
-34.5937966,-58.4981019
-34.5943833,-58.498904
-34.5942537,-58.5011089
-34.5840565,-58.4839693
-34.5794167,-58.4876439
-34.580495,-58.4867712
-34.5833425,-58.4845584
-34.5847756,-58.4833876
-34.5781032,-58.4886703
-34.5776703,-58.4879313
-34.5789306,-58.486832
-34.5821085,-58.4841246
-34.5811464,-58.4849541
-34.58339,-58.4889172
-34.5839354,-58.4898075
-34.5775122,-58.4813993
-34.5822017,-58.4898366
-34.5828756,-58.491038
-34.5850284,-58.4944771
-34.5864537,-58.4967173
-34.5893419,-58.5014461
-34.5918125,-58.505409
-34.5956658,-58.5116097
-34.5885257,-58.5001527
-34.5789222,-58.48386
-34.5939535,-58.5034393
-34.5894707,-58.5075107
-34.5886657,-58.5082523
-34.5830886,-58.5132843
-34.5886423,-58.5103578
-34.5894928,-58.5095888
-34.5919069,-58.5074277
-34.5926452,-58.5067455
-34.593387,-58.5061882
-34.5814772,-58.5106513
-34.583093,-58.5091859
-34.5870365,-58.5056016
-34.5878795,-58.504832
-34.5894471,-58.5034296
-34.5785835,-58.4894951
-34.5809928,-58.4876671
-34.5821752,-58.4867548
-34.5831779,-58.4859746
-34.5846045,-58.4848441
-34.5853298,-58.4842795
-34.5886515,-58.4829679
-34.5881303,-58.4834201
-34.585979,-58.48534
-34.5852531,-58.4858944
-34.5837993,-58.4870297
-34.5845337,-58.4864488
-34.5815863,-58.4887447
-34.5805521,-58.4895667
-34.5792405,-58.4906256
-34.5775743,-58.4919897
-34.5754358,-58.4883123
-34.5770644,-58.4869157
-34.578362,-58.4858518
-34.5806185,-58.4910668
-34.5815891,-58.4925448
-34.5842888,-58.4969101
-34.5870987,-58.501463
-34.5887182,-58.504078
-34.5903508,-58.5067235
-34.5911877,-58.5080684
-34.5921179,-58.5095893
-34.5831899,-58.5153218
-34.5862825,-58.5124804
-34.5754849,-58.4601744
-34.5742436,-58.459819
-34.5732461,-58.4594966
-34.5720189,-58.4587953
-34.570874,-58.4581448
-34.5675224,-58.4547786
-34.5661443,-58.4524449
-34.5650647,-58.449821
-34.5754123,-58.4548752
-34.5715802,-58.4519225
-34.575683,-58.4543073
-34.5762039,-58.4532144
-34.5771309,-58.4537072
-34.5741788,-58.4519539
-34.5730984,-58.4513173
-34.5776638,-58.4445293
-34.5795664,-58.4463911
-34.578695,-58.4454928
-34.5739953,-58.4551092
-34.5752851,-58.4526793
-34.5764478,-58.4500548
-34.5759197,-58.4577924
-34.5745418,-58.4567417
-34.5709132,-58.4539149
-34.5697466,-58.4649265
-34.575187,-58.4572417
-34.5717858,-58.4631336
-34.5734783,-58.4615415
-34.5755231,-58.4563001
-34.5781796,-58.4712944
-34.5756286,-58.4668095
-34.5743744,-58.4653814
-34.5734675,-58.4663022
-34.5744972,-58.4680496
-34.5735163,-58.4691287
-34.5669235,-58.4745212
-34.5765636,-58.4658017
-34.5749802,-58.4660691
-34.5730154,-58.4682871
-34.5672962,-58.4756351
-34.5840148,-58.4821592
-34.5848651,-58.4812982
-34.5790691,-58.4762879
-34.578654,-58.4781735
-34.570609,-58.4685984
-34.5716852,-58.4705295
-34.5721753,-58.4714625
-34.5732305,-58.473319
-34.575286,-58.4768459
-34.5767594,-58.4783108
-34.5739089,-58.4835879
-34.5747835,-58.482891
-34.5775145,-58.4791214
-34.5784159,-58.4777864
-34.5749708,-58.4853856
-34.5701941,-58.4774653
-34.5684593,-58.4746152
-34.5678941,-58.4736929
-34.5662655,-58.4709156
-34.5688873,-58.472886
-34.5694313,-58.4737832
-34.5700474,-58.4818662
-34.5718887,-58.4802427
-34.5727802,-58.4794588
-34.5730197,-58.4798652
-34.5767696,-58.474845
-34.5706276,-58.464154
-34.5615916,-58.448727
-34.5693668,-58.4619919
-34.5700339,-58.4631221
-34.5739706,-58.4699278
-34.5772307,-58.4779004
-34.576032,-58.4758404
-34.5730469,-58.4707273
-34.5725662,-58.4698473
-34.56914,-58.4638892
-34.572884,-58.4680638
-34.5720153,-58.468841
-34.571144,-58.4695938
-34.5673517,-58.4727936
-34.5728904,-58.4727255
-34.6063838,-58.4035463
-34.601967,-58.4035825
-34.5988256,-58.4031022
-34.5991633,-58.4024671
-34.6098795,-58.401821
-34.6121922,-58.4015551
-34.6144303,-58.4013681
-34.6186469,-58.400998
-34.6222049,-58.4006265
-34.6316575,-58.4416438
-34.6300876,-58.4387267
-34.6298316,-58.4368933
-34.6289175,-58.4306354
-34.6281423,-58.4252497
-34.6273981,-58.4199519
-34.626643,-58.4134499
-34.5706259,-58.4549701
-34.5741098,-58.4576524
-34.5748314,-58.4582155
-34.5730618,-58.4568377
-34.5702721,-58.4562207
-34.5724908,-58.4579241
-34.5735839,-58.4587763
-34.5750484,-58.4598522
-34.5744043,-58.4594054
-34.5727394,-58.449215
-34.5760048,-58.4509796
-34.5789227,-58.4525094
-34.5798246,-58.4530375
-34.5754816,-58.4495161
-34.5750396,-58.4504302
-34.5729753,-58.4542987
-34.5725071,-58.45515
-34.5719963,-58.4560276
-34.5714232,-58.4571041
-34.5748346,-58.4477403
-34.5742561,-58.4488988
-34.5738124,-58.4498202
-34.5705865,-58.4564811
-34.5675205,-58.4635934
-34.5706025,-58.4609414
-34.5748788,-58.4612805
-34.5765536,-58.4805766
-34.5745392,-58.4778592
-34.5712634,-58.4722533
-34.5707295,-58.4713386
-34.5663951,-58.4721826
-34.5695975,-58.4694736
-34.5714821,-58.467882
-34.5723494,-58.4671299
-34.5667772,-58.4718665
-34.6045019,-58.4583811
-34.6021931,-58.4549576
-34.6001311,-58.4519532
-34.5993566,-58.4507705
-34.5986781,-58.4497798
-34.5948052,-58.4442244
-34.5936958,-58.442689
-34.591475,-58.4397021
-34.5889109,-58.4361585
-34.5868369,-58.4328986
-34.5861603,-58.4318178
-34.5833979,-58.4293932
-34.5727319,-58.4816431
-34.5682559,-58.4873744
-34.576622,-58.4746147
-34.5757662,-58.4753888
-34.5740053,-58.4769369
-34.5722442,-58.4785196
-34.5713254,-58.4793328
-34.5694532,-58.4809824
-34.5748875,-58.4761637
-34.5779795,-58.4721686
-34.5690619,-58.4799016
-34.5717049,-58.4775806
-34.5761058,-58.4736894
-34.5707646,-58.4784147
-34.5743424,-58.4752577
-34.573456,-58.4760335
-34.5752265,-58.4744659
-34.5783561,-58.4704509
-34.5746701,-58.4735164
