lat,lon
-34.5979602,-58.4318978
-34.5972516,-58.4308431
-34.5980992,-58.4300554
-34.5965816,-58.4297704
-34.5940735,-58.4321013
-34.5921907,-58.4356032
-34.5942246,-58.426243
-34.5928665,-58.4242838
-34.5921412,-58.4251452
-34.5914882,-58.4241582
-34.5908251,-58.4231876
-34.5779226,-58.4266363
-34.5728984,-58.4319201
-34.5924228,-58.4532449
-34.5749518,-58.4558562
-34.5734516,-58.4533468
-34.5875895,-58.4401441
-34.5920513,-58.4374632
-34.5914012,-58.436342
-34.5719879,-58.4433467
-34.5552964,-58.440534
-34.5490121,-58.4442935
-34.5509853,-58.447633
-34.5540878,-58.4550544
-34.5534843,-58.4540086
-34.5526701,-58.4547166
-34.5532294,-58.455794
-34.5538007,-58.4568159
-34.5551809,-58.4569968
-34.5557117,-58.457902
-34.5562298,-58.4588066
-34.5567543,-58.4597347
-34.5558193,-58.4605403
-34.5548635,-58.4613625
-34.558623,-58.4581117
-34.5595549,-58.4573149
-34.5604824,-58.4565132
-34.5649152,-58.4543541
-34.5988446,-58.4476738
-34.6143472,-58.4606449
-34.6073289,-58.4455822
-34.5542969,-58.4577623
-34.5548105,-58.4586821
-34.5553143,-58.4595987
-34.5549527,-58.4543247
-34.5543288,-58.4532842
-34.5519285,-58.4468208
-34.5512545,-58.445662
-34.5499479,-58.443469
-34.5515351,-58.443787
-34.5586681,-58.4665062
-34.5594475,-58.4658307
-34.5756008,-58.5047988
-34.5749072,-58.5036606
-34.5770269,-58.505286
-34.5763144,-58.5059252
-34.5770001,-58.5070611
-34.577761,-58.5064001
-34.5784789,-58.5057407
-34.5793628,-58.504955
-34.5786604,-58.5038017
-34.5793849,-58.5031404
-34.5786732,-58.5020222
-34.5794001,-58.5013398
-34.5779639,-58.5008929
-34.5756361,-58.5012334
-34.5848172,-58.4070755
-34.5905533,-58.3974314
-34.5926767,-58.3949312
-34.5871927,-58.3991463
-34.590864,-58.3992388
-34.5937561,-58.4006917
-34.5915145,-58.3981219
-34.5925063,-58.3987505
-34.5951299,-58.3998639
-34.585897,-58.4011607
-34.5879227,-58.3980125
-34.5933825,-58.3956875
-34.5936148,-58.3943325
-34.5933594,-58.3991618
-34.5863478,-58.4045189
-34.5880539,-58.4040867
-34.5888995,-58.4052311
-34.5896686,-58.4062961
-34.5872517,-58.4029779
-34.5878612,-58.4019871
-34.5885101,-58.4008991
-34.5877206,-58.3998907
-34.5864784,-58.4019136
-34.5895201,-58.4095114
-34.5887557,-58.4088383
-34.5881767,-58.4082723
-34.5872488,-58.4074377
-34.586346,-58.4066142
-34.5855249,-58.405894
-34.5846091,-58.4050616
-34.5902095,-58.4070273
-34.5929382,-58.4003793
-34.5894818,-58.3966471
-34.5897388,-58.4164406
-34.5923174,-58.4128812
-34.5931533,-58.411605
-34.593742,-58.4102481
-34.6002524,-58.4010354
-34.6001004,-58.4024236
-34.6000083,-58.4032524
-34.5991921,-58.4135575
-34.6028997,-58.4114456
-34.6032439,-58.4129583
-34.5993,-58.4121152
-34.5968852,-58.4117567
-34.5917146,-58.4090705
-34.6029743,-58.4143528
-34.5950901,-58.4109706
-34.5969997,-58.4065198
-34.6021921,-58.4179059
-34.5999734,-58.4177213
-34.5999048,-58.4179196
-34.5928269,-58.3844435
-34.5908737,-58.3842385
-34.5865819,-58.3858362
-34.5908641,-58.3909163
-34.5946771,-58.3885605
-34.5945576,-58.3858137
-34.5944758,-58.3844225
-34.5940948,-58.3785375
-34.5980813,-58.3841013
-34.6015923,-58.3852643
-34.5969062,-58.3841727
-34.5916035,-58.3879618
-34.5946242,-58.3872871
-34.5928792,-58.3887851
-34.6029319,-58.3879523
-34.5995717,-58.3714007
-34.6063859,-58.3850095
-34.605644,-58.3922106
-34.6152477,-58.4096728
-34.6155258,-58.4143451
-34.6158501,-58.4200692
-34.6160658,-58.4273867
-34.6147396,-58.4230489
-34.6142986,-58.4186683
-34.6103479,-58.3918816
-34.6090912,-58.3735106
-34.6129492,-58.3790277
-34.6134278,-58.3860816
-34.6133302,-58.384654
-34.61322,-58.3832236
-34.5861299,-58.3894739
-34.5900992,-58.3827203
-34.5900526,-58.3919102
-34.5925143,-58.3889816
-34.5870424,-58.38501
-34.5907374,-58.3869292
-34.5882474,-58.3828122
-34.5923827,-58.3870339
-34.59043,-58.3849063
-34.590102,-58.3794388
-34.591116,-58.3778566
-34.5915796,-58.3829905
-34.5915742,-58.3815433
-34.5887358,-58.3818897
-34.5914964,-58.3831529
-34.6123729,-58.3705665
-34.6147785,-58.3706717
-34.6159073,-58.3705717
-34.6171325,-58.3694499
-34.6177271,-58.3830191
-34.6178991,-58.3874675
-34.618148,-58.3916923
-34.6184529,-58.3975219
-34.6191427,-58.4050571
-34.6200198,-58.4092714
-34.6209731,-58.4165424
-34.621193,-58.4194328
-34.6225521,-58.4307517
-34.6232352,-58.4362555
-34.6232545,-58.4369228
-34.6228361,-58.4418949
-34.6230068,-58.443606
-34.6254019,-58.4478771
-34.6269228,-58.4509731
-34.6290118,-58.4545718
-34.6005619,-58.4457422
-34.6189163,-58.4766993
-34.6139849,-58.4674022
-34.6100046,-58.4591871
-34.6077986,-58.4544376
-34.6061505,-58.4520321
-34.615024,-58.4467376
-34.612857,-58.4480633
-34.6094075,-58.4499449
-34.6080146,-58.4509923
-34.6023823,-58.4564167
-34.6154644,-58.447954
-34.6054199,-58.4548696
-34.6077289,-58.4465149
-34.613504,-58.446467
-34.6165849,-58.4467
-34.6175468,-58.4466042
-34.6147841,-58.4405748
-34.6173165,-58.4456138
-34.621194,-58.4560764
-34.6224646,-58.4596299
-34.6233535,-58.4622107
-34.6263627,-58.471588
-34.6018681,-58.4432837
-34.6107861,-58.4586402
-34.6144055,-58.4654859
-34.6223136,-58.4804696
-34.6231918,-58.479384
-34.6306919,-58.4696366
-34.572394,-58.4205437
-34.5718362,-58.4217685
-34.5750556,-58.4235321
-34.5763708,-58.4242709
-34.5846865,-58.4217841
-34.5839028,-58.4204172
-34.5834572,-58.4052435
-34.5813768,-58.4034978
-34.5759382,-58.4043143
-34.5766722,-58.4029294
-34.5769521,-58.4019621
-34.5757955,-58.4057957
-34.5733244,-58.4035722
-34.5715115,-58.4049984
-34.5723558,-58.4060822
-34.5714334,-58.4001976
-34.5878153,-58.3952504
-34.5869504,-58.3962241
-34.5863592,-58.3949633
-34.5868172,-58.3944133
-34.5853268,-58.3965425
-34.5840515,-58.3938967
-34.5859831,-58.3954207
-34.5856418,-58.3935093
-34.5847542,-58.3943263
-34.593078,-58.3968517
-34.5944722,-58.3971659
-34.5955587,-58.397367
-34.6010049,-58.3970939
-34.6117695,-58.3961724
-34.6129679,-58.3961601
-34.6152407,-58.3961195
-34.621747,-58.3956699
-34.6229743,-58.3953601
-34.622375,-58.3858345
-34.6228611,-58.3937506
-34.6247586,-58.410392
-34.6251191,-58.4135809
-34.6264243,-58.4228236
-34.6271981,-58.4281303
-34.6277927,-58.4323201
-34.6327411,-58.4347249
-34.6259876,-58.4361741
-34.6087967,-58.4401255
-34.6140573,-58.4378351
-34.615892,-58.4375981
-34.6212814,-58.4351431
-34.6230389,-58.4346071
-34.6258918,-58.4342983
-34.6314681,-58.4330109
-34.6267837,-58.4432328
-34.6271811,-58.4455084
-34.6177496,-58.4352487
-34.6190722,-58.4345294
-34.6202368,-58.4341158
-34.6229083,-58.4334206
-34.6257496,-58.4327978
-34.6291239,-58.4320386
-34.6211215,-58.4429012
-34.6182973,-58.4284675
-34.6366686,-58.4458333
-34.6283325,-58.4085026
-34.6033041,-58.3969152
-34.5996468,-58.3999137
-34.6083656,-58.3977216
-34.6078467,-58.4076888
-34.5980592,-58.404761
-34.605953,-58.3966044
-34.6098148,-58.4213087
-34.6101047,-58.424566
-34.610516,-58.4275059
-34.5985733,-58.3973424
-34.5955285,-58.4062492
-34.5995929,-58.407201
-34.6006202,-58.4075948
-34.5957543,-58.396142
-34.6091977,-58.3905603
-34.5848507,-58.3913795
-34.585892,-58.3902883
-34.5866389,-58.3905092
-34.5869476,-58.3902421
-34.5944243,-58.3769335
-34.6181334,-58.3665212
-34.5948053,-58.4010973
-34.5924741,-58.4111525
-34.5949924,-58.4078939
-34.591299,-58.3740853
-34.6007333,-58.371271
-34.6128696,-58.3776047
-34.613603,-58.3693224
-34.6145441,-58.3859637
-34.6146677,-58.3875198
-34.6146865,-58.388967
-34.6153464,-58.3978116
-34.6156291,-58.3668166
-34.6166291,-58.3843875
-34.6167024,-58.3874984
-34.6171671,-58.3960601
-34.617764,-58.4024685
-34.5838709,-58.416048
-34.5916908,-58.4123351
-34.5930708,-58.4135248
-34.5903359,-58.4111692
-34.5955925,-58.4150589
-34.5867256,-58.4251709
-34.5889604,-58.4203159
-34.5875143,-58.4179154
-34.5808394,-58.4104137
-34.5925515,-58.4014886
-34.5778413,-58.4086286
-34.5767856,-58.4109532
-34.5884125,-58.3987482
-34.5819187,-58.4041736
-34.5921885,-58.4233346
-34.5945109,-58.4090068
-34.5826342,-58.4047052
-34.5967582,-58.40026
-34.5955434,-58.4167501
-34.5917695,-58.4151544
-34.5911244,-58.4145325
-34.5904912,-58.4138949
-34.589291,-58.4127549
-34.5940859,-58.416428
-34.5907728,-58.4105085
-34.5956568,-58.4096331
-34.5961478,-58.408462
-34.5972434,-58.405176
-34.5975283,-58.4034405
-34.5977643,-58.4020903
-34.5928066,-58.4097207
-34.5865488,-58.400198
-34.5963593,-58.4016109
-34.5969943,-58.4018311
-34.5885764,-58.3958629
-34.5966256,-58.407379
-34.5980137,-58.4006614
-34.5764303,-58.4117412
-34.5954257,-58.4126772
-34.5941489,-58.3995074
-34.5898708,-58.3986136
-34.6089077,-58.3876206
-34.6090951,-58.3891975
-34.6030932,-58.3908648
-34.6033342,-58.4051631
-34.6034076,-58.4036375
-34.6034228,-58.4022246
-34.6034347,-58.400901
-34.603333,-58.3995654
-34.6031506,-58.3924042
-34.6019697,-58.3926135
-34.6106901,-58.3974783
-34.6095779,-58.397577
-34.6072531,-58.3978621
-34.6060248,-58.3979907
-34.6061016,-58.3993525
-34.6046327,-58.3994819
-34.6126933,-58.410073
-34.612273,-58.386163
-34.6126329,-58.3917644
-34.6136135,-58.4065362
-34.6156895,-58.3916595
-34.6159596,-58.3961162
-34.6182899,-58.4080422
-34.6187055,-58.4093315
-34.6190703,-58.4109971
-34.6189723,-58.3902777
-34.6192533,-58.3932177
-34.6092722,-58.3933932
-34.615767,-58.3931784
-34.619518,-58.3932102
-34.619638,-58.3988501
-34.6215622,-58.4107682
-34.6204587,-58.3931804
-34.6202845,-58.3931928
-34.6197586,-58.3810811
-34.6237222,-58.4105056
-34.6218933,-58.3981802
-34.6216153,-58.3931132
-34.6211495,-58.3858459
-34.6093777,-58.3948805
-34.6158741,-58.3945974
-34.62169,-58.3944517
-34.6130478,-58.3974277
-34.6118699,-58.397426
-34.6142262,-58.3974962
-34.6210393,-58.4017804
-34.6197789,-58.4021731
-34.6133219,-58.4031496
-34.6236107,-58.400991
-34.6187305,-58.4022586
-34.6145292,-58.4030064
-34.6101881,-58.3904075
-34.6137158,-58.3903649
-34.6180721,-58.390332
-34.6201241,-58.39021
-34.6226295,-58.389895
-34.6124688,-58.3889517
-34.6167226,-58.3890534
-34.6188614,-58.3889213
-34.622537,-58.3886265
-34.6212648,-58.3872345
-34.6224544,-58.3871862
-34.6155012,-58.3859025
-34.6178365,-58.3858751
-34.6210352,-58.3843535
-34.6197958,-58.3843532
-34.6186218,-58.3842791
-34.6222988,-58.3843706
-34.6177792,-58.3843099
-34.6222354,-58.3829579
-34.6232172,-58.3978216
-34.6234005,-58.3992832
-34.6208826,-58.3998283
-34.6185823,-58.4000442
-34.6102501,-58.4076656
-34.6239821,-58.4040331
-34.6139629,-58.4085698
-34.614103,-58.4128679
-34.6147229,-58.4186085
-34.6196603,-58.4139468
-34.6199991,-58.4196187
-34.6204401,-58.4253804
-34.6205811,-58.4268841
-34.6072696,-58.4199604
-34.6085371,-58.4200547
-34.6097125,-58.4199209
-34.6111147,-58.4197165
-34.616653,-58.4183544
-34.6174615,-58.418264
-34.6245074,-58.4177808
-34.607273,-58.418671
-34.6085242,-58.4187673
-34.611019,-58.4184834
-34.6138751,-58.4172551
-34.6173389,-58.4168591
-34.6093864,-58.4145673
-34.6107434,-58.4144447
-34.6126093,-58.413401
-34.6134006,-58.4131093
-34.6206274,-58.4125381
-34.6229538,-58.412041
-34.6238501,-58.4114775
-34.6178479,-58.4110027
-34.6187766,-58.4196224
-34.6192147,-58.4255924
-34.6105352,-58.4117411
-34.6118403,-58.4116652
-34.6140416,-58.4113128
-34.6120901,-58.4003157
-34.6115541,-58.4102398
-34.6212449,-58.4092131
-34.6085422,-58.4174841
-34.6135409,-58.4161971
-34.6144312,-58.4159379
-34.6137901,-58.4075428
-34.6149442,-58.4072607
-34.6178186,-58.4065657
-34.6194232,-58.4064074
-34.6217974,-58.4061767
-34.6242022,-58.4058358
-34.6115677,-58.4140055
-34.6131602,-58.4206313
-34.613838,-58.4247853
-34.6222777,-58.414949
-34.6236061,-58.427497
-34.6166474,-58.4169225
-34.6170983,-58.4273609
-34.6176389,-58.4205507
-34.6212785,-58.4204972
-34.6246931,-58.4205454
-34.6149696,-58.4274424
-34.6181936,-58.4273007
-34.626833,-58.4255383
-34.6264977,-58.4410198
-34.6244617,-58.4344503
-34.625345,-58.4446094
-34.6268315,-58.4487763
-34.62572,-58.4270343
-34.6295392,-58.4520885
-34.6301459,-58.4482457
-34.6306186,-58.4515836
-34.6373171,-58.4734823
-34.6228167,-58.377143
-34.6226795,-58.3732509
-34.6224563,-58.3690571
-34.6362917,-58.5195232
-34.6350271,-58.5270837
-34.6226407,-58.3717033
-34.6361179,-58.5184519
-34.635115,-58.5275766
-34.6354941,-58.5263394
-34.599178,-58.3840481
-34.5992491,-58.3854618
-34.5981688,-58.3855492
-34.5982798,-58.3869708
-34.5970662,-58.38706
-34.5969854,-58.385647
-34.5971154,-58.388304
-34.5983588,-58.3882086
-34.599384,-58.3881602
-34.6054426,-58.3893509
-34.6055312,-58.3907869
-34.6053561,-58.3878966
-34.6052694,-58.386479
-34.6051894,-58.3850506
-34.6051022,-58.38364
-34.610506,-58.3948055
-34.611689,-58.3947597
-34.6128456,-58.3947104
-34.615111,-58.3946148
-34.6170594,-58.394556
-34.6195296,-58.3945001
-34.6205426,-58.3945042
-34.6169632,-58.3931976
-34.6167853,-58.3903595
-34.6156227,-58.3903962
-34.6148286,-58.3903892
-34.6125543,-58.3903623
-34.6113911,-58.3903649
-34.6112753,-58.3889566
-34.6111812,-58.3874845
-34.6123806,-58.3874914
-34.6166826,-58.3858922
-34.6186709,-58.3858638
-34.6199471,-58.3873171
-34.6200398,-58.3888432
-34.6213845,-58.3887404
-34.6214643,-58.3900459
-34.6064714,-58.3863845
-34.6065185,-58.3878203
-34.6066263,-58.3893196
-34.6066932,-58.3907328
-34.6079231,-58.3906772
-34.6115913,-58.3933356
-34.6127628,-58.3932881
-34.6154384,-58.3844799
-34.6144846,-58.3845491
-34.6121439,-58.3847822
-34.6109982,-58.384827
-34.6109066,-58.3833763
-34.6120462,-58.3833062
-34.6144014,-58.3830889
-34.6153805,-58.3830857
-34.6165485,-58.3830805
-34.6185685,-58.3829953
-34.6197483,-58.3829853
-34.6209868,-58.3829596
-34.6038323,-58.3837317
-34.6074434,-58.3835168
-34.6075337,-58.3849301
-34.606264,-58.3835996
-34.6086939,-58.3848826
-34.6085773,-58.3834619
-34.6092846,-58.3848516
-34.6093885,-58.3777458
-34.601724,-58.388046
-34.6016724,-58.3867141
-34.5957637,-58.3884223
-34.5957961,-58.389919
-34.5956796,-58.3857453
-34.6014689,-58.3839211
-34.6048678,-58.3794133
-34.6087973,-58.3777839
-34.5955921,-58.3842995
-34.5957252,-58.387153
-34.5972211,-58.3897972
-34.5899661,-58.3879202
-34.5908129,-58.3889268
-34.6004416,-58.3839718
-34.5984722,-58.3897252
-34.5994653,-58.3896765
-34.6007133,-58.3896093
-34.6018105,-58.3895469
-34.6030247,-58.3894607
-34.6078118,-58.3892685
-34.607707,-58.3877396
-34.6076229,-58.3863264
-34.5954213,-58.3985223
-34.5911489,-58.3967322
-34.5982893,-58.3990339
-34.619555,-58.3959443
-34.6098107,-58.4004712
-34.6094829,-58.3962935
-34.6087734,-58.3862803
-34.6183702,-58.3959883
-34.6110822,-58.3861622
-34.6099516,-58.3862337
-34.6136194,-58.3889614
-34.6135237,-58.387521
-34.6091912,-58.3834471
-34.60985,-58.3848286
-34.6097598,-58.3834168
-34.609375,-58.3862567
-34.6227192,-58.3914961
-34.6235403,-58.4004356
-34.6196842,-58.3999466
-34.619725,-58.4008989
-34.6209636,-58.4008
-34.6176387,-58.4010839
-34.6165535,-58.4011916
-34.6162888,-58.3991442
-34.6174375,-58.3990679
-34.6154465,-58.4028878
-34.616737,-58.4027026
-34.6132233,-58.4014581
-34.6122946,-58.4032438
-34.6125154,-58.4069246
-34.6174455,-58.4054662
-34.6060082,-58.4212995
-34.6166653,-58.4198842
-34.6227055,-58.4192384
-34.6210835,-58.4180768
-34.6208466,-58.4151018
-34.6207389,-58.4138311
-34.619404,-58.4126482
-34.6180805,-58.4126932
-34.6183841,-58.4153262
-34.6185566,-58.4167294
-34.6186653,-58.4182294
-34.6199024,-58.4181681
-34.6154464,-58.4127854
-34.6156955,-58.4170251
-34.6157863,-58.4184697
-34.6228485,-58.4205108
-34.6224457,-58.4163905
-34.6225993,-58.417933
-34.619727,-58.4152167
-34.622079,-58.4136939
-34.619802,-58.4166298
-34.6172362,-58.4154883
-34.6234876,-58.4262963
-34.6233175,-58.424852
-34.6128188,-58.4191635
-34.6124893,-58.4178357
-34.6122287,-58.4167906
-34.6111186,-58.4032791
-34.6110081,-58.4016861
-34.6086191,-58.401907
-34.6074956,-58.4019799
-34.606271,-58.4020454
-34.5997637,-58.4052884
-34.6007941,-58.4056441
-34.6008776,-58.4044813
-34.6010678,-58.4023805
-34.6011693,-58.4009745
-34.5928418,-58.3865046
-34.6032995,-58.3983591
-34.6027724,-58.386641
-34.6026814,-58.3852177
-34.5993132,-58.3868537
-34.5929091,-58.3785918
-34.5914774,-58.3860013
-34.5928429,-58.3875543
-34.6198599,-58.3858378
-34.6187744,-58.3874224
-34.6011122,-58.3998055
-34.601061,-58.3986065
-34.6149872,-58.3931929
-34.6010004,-58.4034108
-34.6104346,-58.3749909
-34.5969692,-58.4088632
-34.6045855,-58.3982322
-34.5976521,-58.4233595
-34.5967258,-58.4155203
-34.5927708,-58.426073
-34.5935117,-58.4251918
-34.6068901,-58.4172818
-34.5990765,-58.4280772
-34.5993937,-58.4105992
-34.5994993,-58.4087047
-34.6109049,-58.400397
-34.6108073,-58.3990705
-34.6107065,-58.4289285
-34.6106042,-58.3962315
-34.6141213,-58.3961542
-34.6296131,-58.4353524
-34.6243015,-58.4331266
-34.6265405,-58.4326359
-34.628011,-58.4337951
-34.6267722,-58.4341012
-34.6250508,-58.4259603
-34.6203286,-58.4108166
-34.6185184,-58.3989571
-34.6182776,-58.3945104
-34.6182098,-58.3931999
-34.6179929,-58.3889777
-34.6155734,-58.3889715
-34.6155266,-58.3874842
-34.6138949,-58.3932291
-34.6137801,-58.3917259
-34.6218654,-58.4124082
-34.6114686,-58.421004
-34.6153397,-58.4111548
-34.6139941,-58.409874
-34.6207736,-58.3985007
-34.6220607,-58.39959
-34.6227356,-58.4043184
-34.6214744,-58.4044936
-34.6201847,-58.4047941
-34.6222808,-58.4013966
-34.6229837,-58.4060083
-34.6104261,-58.393354
-34.6156167,-58.4157485
-34.6206235,-58.3958038
-34.6113614,-58.4073354
-34.6147843,-58.4061882
-34.6119021,-58.4153102
-34.6108349,-58.4157615
-34.6283002,-58.4264502
-34.6269967,-58.4267507
-34.6251272,-58.4271706
-34.6220656,-58.4277896
-34.6205511,-58.4062666
-34.6188469,-58.4205217
-34.620062,-58.4205112
-34.6258334,-58.418824
-34.6140011,-58.3946644
-34.6114889,-58.391806
-34.6045363,-58.3967794
-34.6046793,-58.4008373
-34.6044225,-58.4066459
-34.6041156,-58.4089179
-34.6035924,-58.4167598
-34.6145439,-58.4171492
-34.615974,-58.425912
-34.621912,-58.4266111
-34.6266202,-58.4241354
-34.6184378,-58.4758137
-34.6181415,-58.4760413
-34.6194529,-58.4750129
-34.6133817,-58.4662653
-34.6112824,-58.4622609
-34.6094574,-58.4579997
-34.6102121,-58.4574759
-34.6157363,-58.4644428
-34.608945,-58.4568715
-34.6096879,-58.4563675
-34.6112102,-58.4567696
-34.6119564,-58.4547678
-34.6085254,-58.453907
-34.6091774,-58.4551058
-34.6076942,-58.4526898
-34.6086661,-58.4519673
-34.6070646,-58.4533067
-34.6070792,-58.4516752
-34.6064147,-58.4524053
-34.6059207,-58.4529888
-34.6036091,-58.4551909
-34.6052465,-58.4505979
-34.6046102,-58.4496179
-34.605976,-58.4499236
-34.6053496,-58.448935
-34.6046109,-58.4477394
-34.6038828,-58.448466
-34.6033504,-58.4476234
-34.6041227,-58.4469287
-34.6073562,-58.4500313
-34.6099751,-58.4509847
-34.6088273,-58.4488781
-34.6150122,-58.4666399
-34.5931694,-58.4329377
-34.6024239,-58.4285745
-34.5986685,-58.4869792
-34.5990114,-58.4931999
-34.5997643,-58.492596
-34.5991216,-58.4915077
-34.5983476,-58.4920425
-34.5976583,-58.4908883
-34.5984426,-58.4903572
-34.600022,-58.4892697
-34.5817506,-58.4992281
-34.6138176,-58.4503929
-34.587879,-58.4936646
-34.6147905,-58.4527019
-34.615706,-58.4520595
-34.6143456,-58.4516308
-34.6157555,-58.4507242
-34.6133062,-58.44912
-34.6149762,-58.4466128
-34.6159847,-58.4467155
-34.6159094,-58.4477116
-34.6157022,-58.4419441
-34.6083816,-58.4556651
-34.6021372,-58.4743341
-34.605018,-58.4654931
-34.6044301,-58.4641178
-34.6045144,-58.4611622
-34.6043162,-58.4588147
-34.5799151,-58.4884973
-34.6069209,-58.4441454
-34.6270411,-58.4359189
-34.6276673,-58.440292
-34.6282943,-58.4356349
-34.628867,-58.4395206
-34.6314856,-58.4543814
-34.6245469,-58.4362396
-34.6197748,-58.4373441
-34.6188573,-58.4377493
-34.6182777,-58.43642
-34.6193458,-58.4358732
-34.632561,-58.4577264
-34.5875169,-58.4442716
-34.6167593,-58.45144
-34.6221628,-58.4734718
-34.6293481,-58.4335024
-34.5722026,-58.444899
-34.6124371,-58.4806165
-34.6013717,-58.4446803
-34.6022715,-58.4439312
-34.6159414,-58.4390688
-34.5915831,-58.3818531
-34.5891827,-58.3909469
-34.5900332,-58.38999
-34.5891098,-58.3889871
-34.5883341,-58.3899926
-34.58764,-58.3891977
-34.5868093,-58.3883365
-34.5875428,-58.3870961
-34.5883287,-58.3881352
-34.5890419,-58.3870246
-34.5881068,-58.386063
-34.5897793,-58.3859223
-34.5887639,-58.3849202
-34.589604,-58.3835241
-34.5982057,-58.4218443
-34.5989101,-58.4203538
-34.6020596,-58.4112315
-34.6011288,-58.4140065
-34.6016093,-58.4126
-34.6052773,-58.4183685
-34.6005296,-58.4108471
-34.5988847,-58.4175232
-34.5992649,-58.4160821
-34.6003927,-58.4237377
-34.600961,-58.4177993
-34.602152,-58.4142006
-34.6025204,-58.4128113
-34.6007015,-58.420614
-34.6011523,-58.4283967
-34.6020449,-58.4193374
-34.6023914,-58.4165148
-34.6034909,-58.4115684
-34.5941005,-58.4182853
-34.5995407,-58.4190078
-34.6008366,-58.4191738
-34.6070587,-58.4305865
-34.6072741,-58.4261945
-34.6072476,-58.4246403
-34.6072496,-58.4214071
-34.6026665,-58.4333349
-34.604199,-58.4273345
-34.6044908,-58.424357
-34.6049035,-58.4211867
-34.605482,-58.4170601
-34.6061196,-58.4136516
-34.5927632,-58.4180561
-34.5984713,-58.4189752
-34.6040242,-58.4304168
-34.6050967,-58.4197162
-34.6014304,-58.4163414
-34.6013046,-58.4269112
-34.6019071,-58.4207847
-34.6026554,-58.4154662
-34.6071519,-58.4291696
-34.6072664,-58.4276747
-34.6041319,-58.4288373
-34.6047363,-58.4021198
-34.6033145,-58.4195123
-34.5654298,-58.4200745
-34.6086236,-58.4246906
-34.6059574,-58.4245699
-34.6028642,-58.4240953
-34.6015922,-58.4239295
-34.6099013,-58.4227979
-34.6085937,-58.42307
-34.6072605,-58.4229169
-34.6059924,-58.4228201
-34.6046912,-58.422782
-34.6030166,-58.422558
-34.6017424,-58.4223799
-34.6005446,-58.4222233
-34.5993509,-58.4220435
-34.5953763,-58.4213079
-34.596524,-58.4199728
-34.5954298,-58.4197931
-34.624892,-58.4232098
-34.6103112,-58.4260198
-34.6086685,-58.4262515
-34.6059419,-58.4261171
-34.6043089,-58.4258813
-34.6014382,-58.4254558
-34.599151,-58.4251388
-34.5978321,-58.4249608
-34.6109852,-58.4259283
-34.611899,-58.4302247
-34.6039835,-58.4313149
-34.6021753,-58.4310752
-34.6039427,-58.432328
-34.6020819,-58.4318755
-34.6002424,-58.425297
-34.6001014,-58.4267526
-34.5999468,-58.4282101
-34.5998099,-58.4297297
-34.5941394,-58.421054
-34.5927802,-58.4208002
-34.5941196,-58.4195671
-34.5915744,-58.4205644
-34.5921186,-58.4169309
-34.5911418,-58.4159499
-34.5905261,-58.4153502
-34.5898799,-58.4147229
-34.5887558,-58.4135775
-34.5903213,-58.4169739
-34.5933629,-58.4152828
-34.5897867,-58.412005
-34.591032,-58.4131498
-34.5916838,-58.4137563
-34.5911841,-58.4098844
-34.5902196,-58.4086706
-34.5779341,-58.4013139
-34.5771617,-58.4011368
-34.5774834,-58.4005578
-34.57779,-58.4004197
-34.578286,-58.4004698
-34.5783031,-58.3992464
-34.5769207,-58.4001573
-34.5789442,-58.4014293
-34.5783576,-58.4009165
-34.5799735,-58.403021
-34.5791684,-58.4029302
-34.5788481,-58.4023874
-34.5803381,-58.4008389
-34.5800107,-58.4016862
-34.58061,-58.4020288
-34.5807587,-58.4012214
-34.5808932,-58.4008888
-34.580489,-58.4010359
-34.5808443,-58.4012284
-34.5781705,-58.4078968
-34.5750009,-58.4079709
-34.5767812,-58.4050659
-34.5767444,-58.4066152
-34.5772268,-58.4070387
-34.578661,-58.4046747
-34.5789726,-58.4039726
-34.5778239,-58.4060286
-34.5720295,-58.4120741
-34.5721991,-58.4120485
-34.5751206,-58.4080831
-34.5699681,-58.4203095
-34.5694566,-58.4206252
-34.5691831,-58.4209454
-34.5686401,-58.4218546
-34.5621168,-58.4349347
-34.5617946,-58.4349105
-34.5629121,-58.4382322
-34.5598573,-58.4433873
-34.5619698,-58.4423908
-34.5584378,-58.4506007
-34.5516941,-58.4582326
-34.5512162,-58.4573015
-34.5507375,-58.4563653
-34.5501469,-58.455244
-34.5506636,-58.4589789
-34.5501866,-58.4580506
-34.5497086,-58.4571251
-34.5480178,-58.4557505
-34.5473452,-58.4565332
-34.5499387,-58.4595243
-34.5494742,-58.4585835
-34.548534,-58.4567315
-34.5491596,-58.4600914
-34.5486975,-58.459165
-34.5482243,-58.4582415
-34.5477425,-58.45729
-34.5511938,-58.4662542
-34.5466934,-58.4573364
-34.5483936,-58.4606555
-34.5479211,-58.459722
-34.5474515,-58.4587688
-34.5496672,-58.4674689
-34.5453764,-58.4589609
-34.5447229,-58.4597753
-34.5457634,-58.4641902
-34.5439564,-58.4606234
-34.5449308,-58.4644901
-34.543324,-58.4613042
-34.5426707,-58.4620076
-34.5480756,-58.4621526
-34.5460495,-58.4581275
-34.5444169,-58.4635482
-34.5439729,-58.4625897
-34.5446862,-58.4620779
-34.5451654,-58.463015
-34.5460355,-58.4623805
-34.5455646,-58.4614382
-34.5450968,-58.4604896
-34.545884,-58.4599096
-34.5468349,-58.4617958
-34.547599,-58.4612281
-34.5471401,-58.4602892
-34.545598,-58.4638577
